iteration,participant_stages_at_the_start_of_this_round,should_revert_to_max_likelihood_order,new_order_to_test,new_order_likelihood,max_likelihood_up_until_now,all_participant_ln_likelihood_is_larger,accepted_order,accepted_likelihood,participant_stages_at_the_end_of_iteration,acceptance_ratio,actualy_reverted
134,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2.
 2. 4. 2. 4. 3. 3. 5. 4. 2. 3. 4. 5. 4. 2. 1. 5. 5. 3. 4. 3. 4. 1. 5. 5.
 5. 2. 4. 2. 3. 1. 1. 5. 2. 2. 3. 3. 1. 4. 1. 3. 5. 2. 1. 1. 2. 1. 3. 5.
 3. 2. 3. 1. 2. 1. 4. 1. 3. 4. 3. 2. 4. 2. 5. 2. 5. 4. 1. 3. 5. 5. 4. 1.
 2. 3. 3. 1. 4. 2. 2. 2. 4. 4. 1. 5. 1. 5. 5. 3. 4. 5. 5. 2. 2. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-923.0112518479,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 2. 3. 2. 3. 1. 5. 1. 1. 1. 2. 1. 3. 1. 5. 5. 5. 3. 3. 2. 3. 1. 5. 3.
 5. 3. 3. 4. 4. 3. 2. 5. 3. 1. 2. 3. 1. 2. 1. 5. 5. 2. 2. 4. 2. 3. 5. 1.
 5. 3. 5. 4. 2. 2. 3. 2. 5. 1. 3. 2. 2. 2. 5. 2. 5. 2. 1. 1. 3. 2. 5. 2.
 5. 5. 3. 5. 4. 4. 4. 3. 2. 5. 2. 3. 5. 5. 4. 2. 1. 5. 5. 4. 4. 5. 5. 4.]",5.223880597014926,
135,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 3.
 2. 2. 3. 2. 3. 1. 5. 1. 1. 1. 2. 1. 3. 1. 5. 5. 5. 3. 3. 2. 3. 1. 5. 3.
 5. 3. 3. 4. 4. 3. 2. 5. 3. 1. 2. 3. 1. 2. 1. 5. 5. 2. 2. 4. 2. 3. 5. 1.
 5. 3. 5. 4. 2. 2. 3. 2. 5. 1. 3. 2. 2. 2. 5. 2. 5. 2. 1. 1. 3. 2. 5. 2.
 5. 5. 3. 5. 4. 4. 4. 3. 2. 5. 2. 3. 5. 5. 4. 2. 1. 5. 5. 4. 4. 5. 5. 4.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-887.6060710762121,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 4.
 1. 3. 3. 4. 5. 1. 5. 1. 1. 2. 1. 3. 3. 3. 4. 5. 1. 4. 1. 3. 1. 5. 5. 2.
 5. 3. 4. 4. 1. 2. 5. 4. 1. 1. 3. 3. 1. 2. 2. 5. 5. 3. 2. 1. 3. 3. 1. 4.
 5. 4. 5. 2. 1. 3. 3. 3. 5. 4. 3. 2. 3. 2. 5. 1. 5. 5. 3. 4. 3. 5. 4. 3.
 4. 5. 4. 5. 4. 3. 4. 4. 4. 5. 3. 2. 5. 5. 3. 3. 1. 5. 5. 2. 4. 5. 5. 4.]",5.185185185185185,
136,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 4.
 1. 3. 3. 4. 5. 1. 5. 1. 1. 2. 1. 3. 3. 3. 4. 5. 1. 4. 1. 3. 1. 5. 5. 2.
 5. 3. 4. 4. 1. 2. 5. 4. 1. 1. 3. 3. 1. 2. 2. 5. 5. 3. 2. 1. 3. 3. 1. 4.
 5. 4. 5. 2. 1. 3. 3. 3. 5. 4. 3. 2. 3. 2. 5. 1. 5. 5. 3. 4. 3. 5. 4. 3.
 4. 5. 4. 5. 4. 3. 4. 4. 4. 5. 3. 2. 5. 5. 3. 3. 1. 5. 5. 2. 4. 5. 5. 4.]",False,"{'FCI(HIP)': 5, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 2}",-914.6495924869881,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 2. 5.
 1. 1. 3. 4. 5. 1. 4. 1. 1. 1. 3. 3. 5. 1. 2. 5. 3. 1. 3. 1. 4. 4. 5. 1.
 5. 2. 1. 3. 3. 2. 3. 3. 1. 3. 1. 4. 2. 1. 3. 4. 4. 1. 3. 1. 3. 1. 4. 1.
 4. 4. 5. 2. 1. 1. 1. 3. 3. 2. 1. 2. 1. 2. 4. 1. 4. 1. 5. 2. 5. 5. 4. 3.
 5. 5. 5. 5. 5. 3. 5. 4. 5. 5. 2. 5. 5. 5. 1. 5. 1. 4. 5. 4. 4. 5. 4. 2.]",5.147058823529412,
137,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 5. 2. 5.
 1. 1. 3. 4. 5. 1. 4. 1. 1. 1. 3. 3. 5. 1. 2. 5. 3. 1. 3. 1. 4. 4. 5. 1.
 5. 2. 1. 3. 3. 2. 3. 3. 1. 3. 1. 4. 2. 1. 3. 4. 4. 1. 3. 1. 3. 1. 4. 1.
 4. 4. 5. 2. 1. 1. 1. 3. 3. 2. 1. 2. 1. 2. 4. 1. 4. 1. 5. 2. 5. 5. 4. 3.
 5. 5. 5. 5. 5. 3. 5. 4. 5. 5. 2. 5. 5. 5. 1. 5. 1. 4. 5. 4. 4. 5. 4. 2.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 1, 'FCI(PCC)': 5, 'GMI(FUS)': 3}",-902.7337381450145,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 2.
 3. 3. 2. 2. 4. 2. 4. 2. 1. 3. 1. 2. 2. 1. 1. 5. 4. 2. 2. 2. 2. 1. 5. 3.
 5. 3. 3. 2. 3. 3. 2. 2. 1. 4. 2. 1. 2. 1. 2. 4. 4. 2. 3. 2. 1. 4. 4. 5.
 4. 2. 4. 1. 3. 1. 2. 2. 5. 2. 2. 3. 2. 1. 5. 1. 5. 3. 4. 4. 4. 4. 5. 1.
 4. 4. 5. 4. 4. 5. 5. 4. 5. 5. 2. 1. 4. 4. 1. 5. 2. 4. 4. 4. 3. 4. 5. 4.]",5.109489051094891,
138,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 2.
 3. 3. 2. 2. 4. 2. 4. 2. 1. 3. 1. 2. 2. 1. 1. 5. 4. 2. 2. 2. 2. 1. 5. 3.
 5. 3. 3. 2. 3. 3. 2. 2. 1. 4. 2. 1. 2. 1. 2. 4. 4. 2. 3. 2. 1. 4. 4. 5.
 4. 2. 4. 1. 3. 1. 2. 2. 5. 2. 2. 3. 2. 1. 5. 1. 5. 3. 4. 4. 4. 4. 5. 1.
 4. 4. 5. 4. 4. 5. 5. 4. 5. 5. 2. 1. 4. 4. 1. 5. 2. 4. 4. 4. 3. 4. 5. 4.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-892.0105090878166,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 3.
 3. 3. 2. 3. 5. 1. 5. 2. 2. 4. 1. 2. 3. 2. 3. 5. 5. 2. 3. 1. 5. 1. 5. 3.
 5. 2. 2. 3. 3. 3. 2. 4. 2. 1. 3. 1. 1. 2. 3. 5. 5. 2. 3. 4. 1. 4. 4. 5.
 5. 2. 5. 1. 3. 1. 2. 1. 4. 1. 3. 3. 1. 3. 5. 1. 5. 5. 1. 4. 4. 5. 5. 2.
 4. 4. 5. 4. 3. 3. 4. 4. 5. 4. 1. 3. 5. 5. 3. 4. 1. 4. 5. 4. 4. 5. 4. 1.]",5.072463768115942,
139,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 3.
 3. 3. 2. 3. 5. 1. 5. 2. 2. 4. 1. 2. 3. 2. 3. 5. 5. 2. 3. 1. 5. 1. 5. 3.
 5. 2. 2. 3. 3. 3. 2. 4. 2. 1. 3. 1. 1. 2. 3. 5. 5. 2. 3. 4. 1. 4. 4. 5.
 5. 2. 5. 1. 3. 1. 2. 1. 4. 1. 3. 3. 1. 3. 5. 1. 5. 5. 1. 4. 4. 5. 5. 2.
 4. 4. 5. 4. 3. 3. 4. 4. 5. 4. 1. 3. 5. 5. 3. 4. 1. 4. 5. 4. 4. 5. 4. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-900.6914682485036,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 1.
 2. 3. 3. 4. 5. 2. 5. 1. 1. 1. 1. 3. 3. 3. 1. 5. 5. 1. 4. 3. 3. 1. 5. 4.
 5. 1. 2. 1. 3. 4. 3. 2. 2. 3. 1. 2. 3. 1. 3. 2. 5. 2. 2. 3. 3. 3. 3. 2.
 5. 1. 5. 1. 4. 1. 2. 1. 2. 3. 4. 3. 1. 3. 5. 1. 5. 5. 2. 4. 4. 4. 5. 5.
 1. 5. 5. 5. 5. 2. 5. 3. 1. 4. 2. 3. 5. 5. 4. 1. 5. 5. 5. 1. 2. 5. 5. 3.]",5.0359712230215825,
140,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 1.
 2. 3. 3. 4. 5. 2. 5. 1. 1. 1. 1. 3. 3. 3. 1. 5. 5. 1. 4. 3. 3. 1. 5. 4.
 5. 1. 2. 1. 3. 4. 3. 2. 2. 3. 1. 2. 3. 1. 3. 2. 5. 2. 2. 3. 3. 3. 3. 2.
 5. 1. 5. 1. 4. 1. 2. 1. 2. 3. 4. 3. 1. 3. 5. 1. 5. 5. 2. 4. 4. 4. 5. 5.
 1. 5. 5. 5. 5. 2. 5. 3. 1. 4. 2. 3. 5. 5. 4. 1. 5. 5. 5. 1. 2. 5. 5. 3.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 1, 'FCI(PCC)': 3, 'GMI(FUS)': 5}",-893.7289062953286,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.0830677987066,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 2. 3. 3. 3. 4. 3. 5. 1. 3. 5. 2. 2. 3. 2. 3. 5. 5. 4. 3. 3. 3. 3. 5. 2.
 5. 3. 5. 2. 3. 1. 1. 1. 1. 1. 1. 3. 1. 3. 2. 4. 5. 2. 2. 2. 1. 4. 4. 4.
 5. 2. 5. 2. 1. 3. 3. 2. 3. 2. 3. 2. 1. 3. 5. 1. 5. 4. 2. 3. 1. 2. 5. 1.
 5. 4. 4. 5. 4. 3. 5. 4. 4. 3. 2. 1. 5. 5. 2. 4. 4. 5. 5. 3. 1. 5. 5. 1.]",5.0,
141,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 2. 3. 3. 3. 4. 3. 5. 1. 3. 5. 2. 2. 3. 2. 3. 5. 5. 4. 3. 3. 3. 3. 5. 2.
 5. 3. 5. 2. 3. 1. 1. 1. 1. 1. 1. 3. 1. 3. 2. 4. 5. 2. 2. 2. 1. 4. 4. 4.
 5. 2. 5. 2. 1. 3. 3. 2. 3. 2. 3. 2. 1. 3. 5. 1. 5. 4. 2. 3. 1. 2. 5. 1.
 5. 4. 4. 5. 4. 3. 5. 4. 4. 3. 2. 1. 5. 5. 2. 4. 4. 5. 5. 3. 1. 5. 5. 1.]",False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.6147385170092,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.6147385170092,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 1. 1. 1. 4. 3. 5. 1. 2. 1. 3. 3. 3. 1. 1. 5. 5. 2. 1. 2. 3. 1. 5. 3.
 5. 3. 5. 1. 2. 3. 3. 1. 1. 1. 2. 3. 3. 3. 3. 4. 5. 3. 2. 4. 3. 3. 3. 4.
 5. 1. 5. 2. 3. 2. 2. 4. 5. 1. 1. 1. 3. 2. 5. 1. 5. 5. 3. 4. 3. 5. 5. 3.
 4. 5. 1. 5. 4. 1. 4. 5. 4. 1. 3. 1. 5. 5. 3. 2. 2. 5. 5. 4. 1. 5. 5. 1.]",5.673758865248227,
142,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 1. 1.
 1. 1. 1. 1. 4. 3. 5. 1. 2. 1. 3. 3. 3. 1. 1. 5. 5. 2. 1. 2. 3. 1. 5. 3.
 5. 3. 5. 1. 2. 3. 3. 1. 1. 1. 2. 3. 3. 3. 3. 4. 5. 3. 2. 4. 3. 3. 3. 4.
 5. 1. 5. 2. 3. 2. 2. 4. 5. 1. 1. 1. 3. 2. 5. 1. 5. 5. 3. 4. 3. 5. 5. 3.
 4. 5. 1. 5. 4. 1. 4. 5. 4. 1. 3. 1. 5. 5. 3. 2. 2. 5. 5. 4. 1. 5. 5. 1.]",True,"{'FCI(HIP)': 2, 'GMI(HIP)': 5, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 4}",-895.747210594732,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.6147385170092,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 3. 1. 3. 2. 5. 3. 5. 1. 3. 4. 3. 3. 3. 2. 2. 5. 4. 2. 1. 3. 3. 3. 4. 1.
 1. 4. 4. 3. 3. 3. 4. 3. 3. 2. 4. 1. 4. 3. 1. 5. 5. 4. 4. 3. 1. 5. 5. 2.
 5. 1. 5. 1. 3. 3. 1. 1. 2. 1. 4. 1. 2. 3. 5. 3. 4. 5. 5. 3. 3. 5. 5. 4.
 5. 5. 3. 5. 5. 4. 2. 5. 5. 3. 1. 1. 5. 5. 2. 1. 2. 5. 5. 2. 1. 5. 5. 2.]",5.633802816901408,
143,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 3. 1. 3. 2. 5. 3. 5. 1. 3. 4. 3. 3. 3. 2. 2. 5. 4. 2. 1. 3. 3. 3. 4. 1.
 1. 4. 4. 3. 3. 3. 4. 3. 3. 2. 4. 1. 4. 3. 1. 5. 5. 4. 4. 3. 1. 5. 5. 2.
 5. 1. 5. 1. 3. 3. 1. 1. 2. 1. 4. 1. 2. 3. 5. 3. 4. 5. 5. 3. 3. 5. 5. 4.
 5. 5. 3. 5. 5. 4. 2. 5. 5. 3. 1. 1. 5. 5. 2. 1. 2. 5. 5. 2. 1. 5. 5. 2.]",True,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-896.9161992559682,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.6147385170092,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 4. 1. 1. 4. 4. 1. 5. 4. 3. 1. 2. 1. 1. 3. 1. 5. 5. 4. 4. 4. 3. 4. 5. 1.
 5. 3. 4. 2. 2. 1. 2. 1. 1. 5. 1. 4. 2. 3. 2. 5. 5. 1. 1. 1. 3. 5. 2. 4.
 5. 2. 5. 2. 3. 2. 1. 1. 2. 2. 2. 2. 3. 1. 5. 2. 5. 5. 3. 4. 3. 5. 5. 1.
 5. 5. 5. 5. 4. 1. 4. 5. 5. 2. 4. 3. 1. 5. 4. 1. 1. 5. 5. 4. 3. 5. 5. 2.]",5.594405594405594,
144,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 2. 3.
 4. 1. 1. 4. 4. 1. 5. 4. 3. 1. 2. 1. 1. 3. 1. 5. 5. 4. 4. 4. 3. 4. 5. 1.
 5. 3. 4. 2. 2. 1. 2. 1. 1. 5. 1. 4. 2. 3. 2. 5. 5. 1. 1. 1. 3. 5. 2. 4.
 5. 2. 5. 2. 3. 2. 1. 1. 2. 2. 2. 2. 3. 1. 5. 2. 5. 5. 3. 4. 3. 5. 5. 1.
 5. 5. 5. 5. 4. 1. 4. 5. 5. 2. 4. 3. 1. 5. 4. 1. 1. 5. 5. 4. 3. 5. 5. 2.]",True,"{'FCI(HIP)': 3, 'GMI(HIP)': 4, 'FCI(Fusi)': 2, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-884.3204650094086,-876.0830677987066,False,"{'FCI(HIP)': 2, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 1, 'GMI(FUS)': 5}",-876.6147385170092,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2.
 1. 3. 1. 2. 5. 2. 5. 1. 1. 4. 1. 4. 1. 2. 1. 5. 4. 2. 2. 2. 4. 2. 5. 3.
 5. 1. 5. 1. 2. 1. 2. 3. 1. 3. 2. 4. 2. 3. 3. 4. 5. 2. 2. 4. 1. 5. 4. 4.
 5. 1. 5. 3. 1. 3. 1. 1. 5. 2. 2. 1. 2. 2. 5. 1. 5. 5. 5. 1. 3. 5. 5. 3.
 4. 5. 2. 2. 4. 4. 5. 4. 4. 5. 3. 1. 5. 5. 1. 3. 4. 5. 5. 3. 4. 5. 5. 1.]",5.555555555555555,
145,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 2.
 1. 3. 1. 2. 5. 2. 5. 1. 1. 4. 1. 4. 1. 2. 1. 5. 4. 2. 2. 2. 4. 2. 5. 3.
 5. 1. 5. 1. 2. 1. 2. 3. 1. 3. 2. 4. 2. 3. 3. 4. 5. 2. 2. 4. 1. 5. 4. 4.
 5. 1. 5. 3. 1. 3. 1. 1. 5. 2. 2. 1. 2. 2. 5. 1. 5. 5. 5. 1. 3. 5. 5. 3.
 4. 5. 2. 2. 4. 4. 5. 4. 4. 5. 3. 1. 5. 5. 1. 3. 4. 5. 5. 3. 4. 5. 5. 1.]",True,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-876.7760130789019,-876.0830677987066,False,"{'FCI(HIP)': 1, 'GMI(HIP)': 4, 'FCI(Fusi)': 3, 'FCI(PCC)': 2, 'GMI(FUS)': 5}",-876.7760130789019,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 2.
 3. 2. 2. 4. 5. 2. 5. 2. 2. 3. 2. 3. 2. 2. 1. 5. 5. 2. 1. 2. 4. 2. 5. 2.
 5. 3. 1. 1. 1. 1. 3. 4. 3. 1. 3. 1. 3. 3. 1. 5. 5. 2. 1. 4. 3. 5. 3. 4.
 5. 1. 5. 1. 1. 2. 1. 1. 4. 1. 2. 3. 1. 1. 5. 3. 5. 5. 1. 3. 4. 5. 5. 3.
 5. 4. 5. 4. 4. 1. 4. 4. 4. 5. 2. 1. 5. 5. 1. 4. 2. 5. 5. 4. 4. 5. 5. 1.]",6.206896551724138,
